,Make,Model,Variant,Ex-Showroom_Price,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Length,Body_Type,Doors,ARAI_Certified_Mileage,Seating_Capacity,Type,Battery,Electric_Range
400,Mahindra,Kuv100 Nxt,K6+ 6Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,6,Manual,,
401,Mahindra,Kuv100 Nxt,K6+ D 6Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,6,Manual,,
402,Mahindra,Kuv100 Nxt,K8 6Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,6,Manual,,
403,Mahindra,Kuv100 Nxt,K8 D 6Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,6,Manual,,
404,Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,6,Manual,,
405,Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,6,Manual,,
406,Mahindra,Kuv100 Nxt,K4+ 5Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,5,Manual,,
407,Mahindra,Kuv100 Nxt,K6+ 5Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,5,Manual,,
408,Mahindra,Kuv100 Nxt,K8 5Str,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,5,Manual,,
409,Mahindra,Kuv100 Nxt,K4+ D 5Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,5,Manual,,
410,Mahindra,Kuv100 Nxt,K6+ D 5Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,5,Manual,,
411,Mahindra,Kuv100 Nxt,K8 D 5Str,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,5,Manual,,
412,Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,5,Manual,,
413,Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,"2,92,667",FWD ,BS IV,35 litres,Diesel,3700 mm,Hatchback,5,25.32 km/litre,6,Manual,,
414,Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,5,Manual,,
415,Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,"2,92,667",FWD ,BS IV,35 litres,Petrol,3700 mm,Hatchback,5,18.15 km/litre,6,Manual,,
416,Maruti Suzuki,Swift,Lxi,"2,92,667",FWD ,BS 6,37 litres,Petrol,3840 mm,Hatchback,5,20.4 km/litre,5,Manual,,
417,Maruti Suzuki,Swift,Vxi,"2,92,667",FWD ,BS 6,37 litres,Petrol,3840 mm,Hatchback,5,20.4 km/litre,5,Manual,,
418,Maruti Suzuki,Swift,Vxi Amt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3840 mm,Hatchback,5,20.4 km/litre,5,Automatic,,
419,Maruti Suzuki,Swift,Zxi,"2,92,667",FWD ,BS 6,37 litres,Petrol,3840 mm,Hatchback,5,20.4 km/litre,5,Manual,,
420,Maruti Suzuki,Swift,Zxi Amt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3840 mm,Hatchback,5,20.4 km/litre,5,Automatic,,
421,Maruti Suzuki,Swift,Zxi Plus,"2,92,667",FWD ,BS 6,37 litres,Petrol,3840 mm,Hatchback,5,20.4 km/litre,5,Manual,,
422,Maruti Suzuki,Swift,Ldi,"2,92,667",FWD ,BS IV,37 litres,Diesel,3840 mm,Hatchback,5,25.2 km/litre,5,Manual,,
423,Maruti Suzuki,Swift,Vdi,"2,92,667",FWD ,BS IV,37 litres,Diesel,3840 mm,Hatchback,5,25.2 km/litre,5,Manual,,
424,Maruti Suzuki,Swift,Vdi Amt,"2,92,667",FWD ,BS IV,37 litres,Diesel,3840 mm,Hatchback,5,25.2 km/litre,5,Automatic,,
425,Maruti Suzuki,Swift,Zdi,"2,92,667",FWD ,BS IV,37 litres,Diesel,3840 mm,Hatchback,5,25.2 km/litre,5,Manual,,
426,Maruti Suzuki,Swift,Zdi Amt,"2,92,667",FWD ,BS IV,37 litres,Diesel,3840 mm,Hatchback,5,25.2 km/litre,5,Automatic,,
427,Maruti Suzuki,Swift,Zdi Plus,"2,92,667",FWD ,BS IV,37 litres,Diesel,3840 mm,Hatchback,5,25.2 km/litre,5,Manual,,
428,Maruti Suzuki,Swift,Zxi Plus Amt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3840 mm,Hatchback,5,20.4 km/litre,5,Automatic,,
429,Maruti Suzuki,Swift,Zdi Plus Amt,"2,92,667",FWD ,BS IV,37 litres,Diesel,3840 mm,Hatchback,5,25.2 km/litre,5,Automatic,,
430,Tata,Altroz,Xe Petrol,"2,92,667",FWD ,BS 6,37 litres,Petrol,3990 mm,Hatchback,5,18 km/litre,5,Manual,,
431,Tata,Altroz,Xm Petrol,"Rs. 6,15,000",FWD ,BS 6,37 litres,Petrol,3990 mm,Hatchback,5,#REF!,5,Manual,,
432,Tata,Altroz,Xt Petrol,"Rs. 6,84,000",FWD ,BS 6,37 litres,Petrol,3990 mm,Hatchback,5,#REF!,5,Manual,,
433,Tata,Altroz,Xz Petrol,"Rs. 7,44,000",FWD ,BS 6,37 litres,Petrol,3990 mm,Hatchback,5,#REF!,5,Manual,,
434,Tata,Altroz,Xz (O) Petrol,"Rs. 7,69,000",FWD ,BS 6,37 litres,Petrol,3990 mm,Hatchback,5,#REF!,5,Manual,,
435,Tata,Altroz,Xe Diesel,"2,92,667",FWD ,BS 6,37 litres,Diesel,3990 mm,Hatchback,5,25 km/litre,5,Manual,,
436,Tata,Altroz,Xm Diesel,"Rs. 7,75,000",FWD ,BS 6,37 litres,Diesel,3990 mm,Hatchback,5,#REF!,5,Manual,,
437,Tata,Altroz,Xt Diesel,"Rs. 8,44,000",FWD ,BS 6,37 litres,Diesel,3990 mm,Hatchback,5,#REF!,5,Manual,,
438,Tata,Altroz,Xz Diesel,"Rs. 9,04,000",FWD ,BS 6,37 litres,Diesel,3990 mm,Hatchback,5,#REF!,5,Manual,,
439,Tata,Altroz,Xz (O) Diesel,"Rs. 9,29,000",FWD ,BS 6,37 litres,Diesel,3990 mm,Hatchback,5,#REF!,5,Manual,,
440,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,"2,92,667",RWD ,BS III,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
441,Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,"2,92,667",RWD ,BS IV,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
442,Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,"2,92,667",RWD ,BS III,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
443,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,"2,92,667",RWD ,BS IV,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
444,Icml,Extreme,Sd Di 9 Seater Bsiii,"2,92,667",RWD ,BS III,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
445,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,"2,92,667",RWD ,BS IV,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
446,Icml,Extreme,Vd Crdfi 7 Seater Bsiii,"2,92,667",RWD ,BS III,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,7,Manual,,
447,Icml,Extreme,Vd Di 7 Seater Bsiii,"2,92,667",RWD ,BS III,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,7,Manual,,
448,Icml,Extreme,Sd Crdfi 9 Seater Bsiv,"2,92,667",RWD ,BS IV,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
449,Icml,Extreme,Vd Crdfi 7 Seater Bsiv,"2,92,667",RWD ,BS IV,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,7,Manual,,
450,Icml,Extreme,Sd Crdfi 9 Seater Bsiii,"2,92,667",RWD ,BS III,50 litres,Diesel,4440 mm,SUV,5,11.12 km/litre,9,Manual,,
451,Tata,Tigor,Revotron Xe,"2,92,667",FWD ,BS 6,35 litres,Petrol,3992 mm,Sedan,4,23 km/litre,5,Manual,,
452,Tata,Tigor,Revotron Xm,"2,92,667",FWD ,BS 6,35 litres,Petrol,3992 mm,Sedan,4,23 km/litre,5,Manual,,
453,Tata,Tigor,Revotron Xz,"2,92,667",FWD ,BS 6,35 litres,Petrol,3992 mm,Sedan,4,23 km/litre,5,Manual,,
454,Tata,Tigor,Revotron Xz Plus,"2,92,667",FWD ,BS 6,35 litres,Petrol,3992 mm,Sedan,4,23 km/litre,5,Manual,,
455,Tata,Tigor,Revotron Xma,"2,92,667",FWD ,BS 6,35 litres,Petrol,3992 mm,Sedan,4,23 km/litre,5,AMT,,
456,Tata,Tigor,Revotron Xza Plus,"2,92,667",FWD ,BS 6,35 litres,Petrol,3992 mm,Sedan,4,23 km/litre,5,AMT,,
457,Tata,Zest,Xe Petrol,"2,92,667",FWD ,BS IV,44 litres,Petrol,3995 mm,Sedan,4,17.6 km/litre,5,Manual,,
458,Tata,Zest,Xe Diesel,"2,92,667",FWD ,BS IV,44 litres,Diesel,3995 mm,Sedan,4,23 km/litre,5,Manual,,
459,Tata,Zest,Xm Petrol,"2,92,667",FWD ,BS IV,44 litres,Petrol,3995 mm,Sedan,4,17.6 km/litre,5,Manual,,
460,Tata,Zest,Xms Petrol,"2,92,667",FWD ,BS IV,44 litres,Petrol,3995 mm,Sedan,4,17.6 km/litre,5,Manual,,
461,Tata,Zest,Xt Petrol,"2,92,667",FWD ,BS IV,44 litres,Petrol,3995 mm,Sedan,4,17.6 km/litre,5,Manual,,
462,Tata,Zest,Xm Diesel,"2,92,667",FWD ,BS IV,44 litres,Diesel,3995 mm,Sedan,4,23 km/litre,5,Manual,,
463,Tata,Zest,Xms Diesel,"2,92,667",FWD ,BS IV,44 litres,Diesel,3995 mm,Sedan,5,20.65 km/litre,5,Manual,,
464,Tata,Zest,Xt Diesel,"2,92,667",FWD ,BS IV,44 litres,Diesel,3995 mm,Sedan,4,23 km/litre,5,Manual,,
465,Tata,Zest,Xma Diesel,"2,92,667",FWD ,BS IV,44 litres,Diesel,3995 mm,Sedan,4,23 km/litre,5,AMT,,
466,Tata,Zest,Xta Diesel,"2,92,667",FWD ,BS IV,44 litres,Diesel,3995 mm,Sedan,4,23 km/litre,5,Automatic,,
467,Tata,Zest,Zest Premio Edition,"2,92,667",FWD ,BS IV,44 litres,Diesel,3995 mm,Sedan,5,20.65 km/litre,5,Manual,,
468,Honda,Amaze,S Cvt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19 km/litre,5,Automatic,,
469,Honda,Amaze,E Mt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Manual,,
470,Honda,Amaze,E Mt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Manual,,
471,Honda,Amaze,S Cvt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,23.8 km/litre,5,Automatic,,
472,Honda,Amaze,V Cvt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19 km/litre,5,Automatic,,
473,Honda,Amaze,V Cvt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,23.8 km/litre,5,Automatic,,
474,Honda,Amaze,S Mt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Manual,,
475,Honda,Amaze,Vx Mt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Manual,,
476,Honda,Amaze,V Mt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Manual,,
477,Honda,Amaze,Vx Mt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Manual,,
478,Honda,Amaze,V Mt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Manual,,
479,Honda,Amaze,S Mt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Manual,,
480,Honda,Amaze,Exclusive Edition Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Manual,,
481,Honda,Amaze,Exclusive Edition Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Manual,,
482,Honda,Amaze,Vx Cvt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Automatic,,
483,Honda,Amaze,Vx Cvt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Automatic,,
484,Honda,Amaze,Ace Edition Cvt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Automatic,,
485,Honda,Amaze,Ace Edition Cvt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Automatic,,
486,Honda,Amaze,Ace Edition Mt Diesel,"2,92,667",FWD ,BS 6,35 litres,Diesel,3995 mm,Sedan,4,27.4 km/litre,5,Manual,,
487,Honda,Amaze,Ace Edition Mt Petrol,"2,92,667",FWD ,BS 6,35 litres,Petrol,3995 mm,Sedan,4,19.5 km/litre,5,Manual,,
488,Maruti Suzuki,Gypsy,Hard Top,"2,92,667",4WD,BS III,40 litres,Petrol,4010 mm,SUV,3,11.9 km/litre,8,Manual,,
489,Maruti Suzuki,Gypsy,Soft Top,"2,92,667",4WD,BS III,40 litres,Petrol,4010 mm,SUV,3,11.9 km/litre,8,Manual,,
490,Hyundai,Venue,1.2 Kappa Mt E,"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,17.52 km/litre,5,Manual,,
491,Hyundai,Venue,1.0 Turbo Gdi Mt S,"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,18.27 km/litre,5,Manual,,
492,Hyundai,Venue,1.4 Crdi Mt E,"2,92,667",FWD ,BS IV,,Diesel,3995 mm,SUV,5,23.7 km/litre,5,Manual,,
493,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,18.27 km/litre,5,Manual,,
494,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,18.27 km/litre,5,Manual,,
495,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,18.27 km/litre,5,Manual,,
496,Hyundai,Venue,1.0 Turbo Gdi Dct S,"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,18.15 km/litre,5,DCT,,
497,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,18.15 km/litre,5,DCT,,
498,Hyundai,Venue,1.2 Kappa Mt S,"2,92,667",FWD ,BS IV,45 litres,Petrol,3995 mm,SUV,5,17.52 km/litre,5,Manual,,
499,Hyundai,Venue,1.4 Crdi Mt S,"2,92,667",FWD ,BS IV,,Diesel,3995 mm,SUV,5,23.7 km/litre,5,Manual,,
500,Hyundai,Venue,1.4 Crdi Mt Sx,"2,92,667",FWD ,BS IV,,Diesel,3995 mm,SUV,5,23.7 km/litre,5,Manual,,
501,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,"2,92,667",FWD ,BS IV,,Diesel,3995 mm,SUV,5,23.7 km/litre,5,Manual,,
502,Hyundai,Venue,1.4 Crdi Mt Sx(O),"2,92,667",FWD ,BS IV,45 litres,Diesel,3995 mm,SUV,5,23.7 km/litre,5,Manual,,
503,Tata,Nexon,Xe,"2,92,667",,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Manual,,
504,Tata,Nexon,Xm,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Manual,,
505,Tata,Nexon,Xz,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Manual,,
506,Tata,Nexon,Xz Plus,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Manual,,
507,Tata,Nexon,Xz Plus Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Manual,,
508,Tata,Nexon,Xz Plus (O),"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Manual,,
509,Tata,Nexon,Xz Plus (O) Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Automatic,,
510,Tata,Nexon,Xma,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Automatic,,
511,Tata,Nexon,Xza Plus,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Automatic,,
512,Tata,Nexon,Xza Plus Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Automatic,,
513,Tata,Nexon,Xza Plus (O),"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Automatic,,
514,Tata,Nexon,Xza Plus (O) Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Petrol,3994 mm,SUV,5,17.6 km/litre,5,Automatic,,
515,Tata,Nexon,Xe Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Manual,,
516,Tata,Nexon,Xm Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Manual,,
517,Tata,Nexon,Xz Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Manual,,
518,Tata,Nexon,Xz Plus Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Manual,,
519,Tata,Nexon,Xz Plus Diesel Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Manual,,
520,Tata,Nexon,Xz Plus (O) Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Manual,,
521,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Manual,,
522,Tata,Nexon,Xma Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Automatic,,
523,Tata,Nexon,Xza Plus Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Automatic,,
524,Tata,Nexon,Xza Plus Diesel Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Automatic,,
525,Tata,Nexon,Xza Plus (O) Diesel,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Automatic,,
526,Tata,Nexon,Xza Plus (O) Diesel Dual Tone,"2,92,667",FWD ,BS 6,44 litres,Diesel,3994 mm,SUV,5,23.97 km/litre,5,Automatic,,
527,Fiat,Linea,Active Fire,"2,92,667",FWD ,BS IV,45 litres,Petrol,4596 mm,Sedan,4,15.7 km/litre,5,Manual,,
528,Fiat,Linea,Active Multijet,"2,92,667",FWD ,BS IV,45 litres,Diesel,4596 mm,Sedan,4,20.4 km/litre,5,Manual,,
529,Fiat,Linea,Dynamic Multijet,"2,92,667",FWD ,BS IV,45 litres,Diesel,4596 mm,Sedan,5,20.4 km/litre,5,Manual,,
530,Fiat,Linea,Emotion Multijet,"2,92,667",FWD ,BS IV,45 litres,Diesel,4596 mm,Sedan,4,20.4 km/litre,5,Manual,,
531,Fiat,Linea,T-Jet Emotion,"2,92,667",FWD ,BS IV,45 litres,Petrol,4596 mm,Sedan,4,15.7 km/litre,5,Manual,,
532,Mahindra,Bolero Power Plus,Zlx,"2,92,667",FWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,16.5 km/litre,7,Manual,,
533,Mahindra,Bolero Power Plus,Slx,"2,92,667",FWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,16.5 km/litre,7,Manual,,
534,Mahindra,Bolero Power Plus,Sle,"2,92,667",FWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,16.5 km/litre,7,Manual,,
535,Mahindra,Bolero Power Plus,Lx,"2,92,667",RWD ,BS IV,60 litres,Diesel,3995 mm,SUV,5,16.5 km/litre,7,Manual,,
536,Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,"2,92,667",FWD ,BS IV,60 litres,Diesel,4494 mm,SUV,5,15.96 km/litre,7,Manual,,
537,Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,"2,92,667",FWD ,BS III,60 litres,Diesel,4440 mm,SUV,5,15.96 km/litre,9,Manual,,
538,Maruti Suzuki,Vitara Brezza,Ldi,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Manual,,
539,Maruti Suzuki,Vitara Brezza,Vdi,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Manual,,
540,Maruti Suzuki,Vitara Brezza,Zdi,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Manual,,
541,Maruti Suzuki,Vitara Brezza,Zdi+,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Manual,,
542,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Manual,,
543,Maruti Suzuki,Vitara Brezza,Zdi+ Ags,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Manual,,
544,Maruti Suzuki,Vitara Brezza,Vdi Ags,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Automatic,,
545,Maruti Suzuki,Vitara Brezza,Zdi Ags,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Automatic,,
546,Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,"2,92,667",FWD ,BS IV,48 litres,Diesel,3995 mm,SUV,5,24.3 km/litre,5,Automatic,,
547,Hyundai,I20 Active,1.2 S,"2,92,667",FWD ,BS IV,40 litres,Petrol,3995 mm,Hatchback,5,17.19 km/litre,5,Manual,,
548,Hyundai,I20 Active,1.2 Sx,"2,92,667",FWD ,BS IV,40 litres,Petrol,3995 mm,Hatchback,5,17.19 km/litre,5,Manual,,
549,Hyundai,I20 Active,1.2 Sx Dual Tone,"2,92,667",FWD ,BS IV,40 litres,Petrol,3995 mm,Hatchback,5,17.19 km/litre,5,Manual,,
550,Hyundai,I20 Active,1.4 Sx,"2,92,667",FWD ,BS IV,40 litres,Diesel,3995 mm,Hatchback,5,21.19 km/litre,5,Manual,,
551,Ford,Ecosport,1.5L Ti-Vct Ambiente,"2,92,667",FWD ,BS 6,52 litres,Petrol,3998 mm,SUV,5,17 km/litre,5,Manual,,
552,Ford,Ecosport,1.5L Ti-Vct Trend,"2,92,667",FWD ,BS 6,52 litres,Petrol,3998 mm,SUV,5,17 km/litre,5,Manual,,
553,Ford,Ecosport,1.5L Ti-Vct Titanium,"2,92,667",FWD ,BS 6,52 litres,Petrol,3998 mm,SUV,5,17 km/litre,5,Manual,,
554,Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,"2,92,667",FWD ,BS 6,52 litres,Petrol,3998 mm,SUV,5,14.8 km/litre,5,Automatic,,
555,Ford,Ecosport,1.5L Tdci Ambiente,"2,92,667",FWD ,BS 6,52 litres,Diesel,3998 mm,SUV,5,23 km/litre,5,Manual,,
556,Ford,Ecosport,1.5L Tdci Trend,"2,92,667",FWD ,BS 6,52 litres,Diesel,3998 mm,SUV,5,23 km/litre,5,Manual,,
557,Ford,Ecosport,1.5L Tdci Titanium,"2,92,667",FWD ,BS 6,52 litres,Diesel,3998 mm,SUV,5,23 km/litre,5,Manual,,
558,Ford,Ecosport,1.5L Tdci Titanium Plus,"2,92,667",FWD ,BS 6,52 litres,Diesel,3998 mm,SUV,5,23 km/litre,5,Manual,,
559,Ford,Ecosport,1.5L Ti-Vct Titanium Plus,"2,92,667",FWD ,BS 6,52 litres,Petrol,3998 mm,SUV,5,23 km/litre,5,Manual,,
560,Ford,Ecosport,1.5L Tdci Titanium S,"2,92,667",FWD ,BS 6,52 litres,Diesel,3998 mm,SUV,5,23 km/litre,5,Manual,,
561,Ford,Ecosport,1.5L Ti-Vct Thunder Edition,"2,92,667",FWD ,BS 6,52 litres,Petrol,3998 mm,SUV,5,23 km/litre,5,Manual,,
562,Ford,Ecosport,1.5L Tdci Thunder Edition,"2,92,667",FWD ,BS 6,52 litres,Diesel,3998 mm,SUV,5,23 km/litre,5,Manual,,
563,Renault,Duster,Rxe Petrol,"2,92,667",FWD ,BS IV,50 litres,Petrol,4315 mm,SUV,5,13.87 km/litre,5,Manual,,
564,Renault,Duster,Rxs Petrol,"2,92,667",FWD ,BS IV,50 litres,Petrol,4315 mm,SUV,5,13.87 km/litre,5,Manual,,
565,Renault,Duster,Rxs (Opt) Cvt,"2,92,667",FWD ,BS IV,50 litres,Petrol,4315 mm,SUV,5,13.87 km/litre,5,CVT,,
566,Renault,Duster,85 Ps Rxe Mt Diesel,"2,92,667",FWD ,BS IV,50 litres,Diesel,4315 mm,SUV,5,19.6 km/litre,5,Manual,,
567,Renault,Duster,85 Ps Rxs Mt Diesel,"2,92,667",FWD ,BS IV,50 litres,Diesel,4315 mm,SUV,5,19.6 km/litre,5,Manual,,
568,Renault,Duster,110 Ps Rxs Mt Diesel,"2,92,667",FWD ,BS IV,50 litres,Diesel,4315 mm,SUV,5,19.6 km/litre,5,Automatic,,
569,Renault,Duster,110 Ps Rxz Mt Diesel,"2,92,667",FWD ,BS IV,50 litres,Diesel,4315 mm,SUV,5,19.6 km/litre,5,Automatic,,
570,Renault,Duster,110 Ps Rxz Amt Diesel,"2,92,667",FWD ,BS IV,50 litres,Diesel,4315 mm,SUV,5,19.6 km/litre,5,Automatic,,
