,Make,Model,Variant,Ex-Showroom_Price,Drivetrain,Emission_Norm,Fuel_Tank_Capacity,Fuel_Type,Length,Body_Type,Doors,ARAI_Certified_Mileage,Seating_Capacity,Type,Battery,Electric_Range
743,Honda,Civic,1.6 Vx Mt,"2,92,667",FWD ,BS 6,47 litres,Diesel,4656 mm,Sedan,4,26.8 km/litre,5,Manual,,
744,Honda,Civic,1.6 Zx Mt,"2,92,667",FWD ,BS 6,47 litres,Diesel,4656 mm,Sedan,4,26.8 km/litre,5,Manual,,
745,Mg,Zs Ev,Excite,"Rs. 20,88,000",RWD ,BS 6,,Electric,4314 mm,SUV,5,#REF!,5,Automatic,"44.5 (kWh), Lithium Ion",340 km/full charge
746,Mg,Zs Ev,Exclusive,"Rs. 23,58,000",RWD ,BS 6,,Electric,4314 mm,SUV,5,#REF!,5,Automatic,"44.5 (kWh), Lithium Ion",340 km/full charge
747,Kia,Carnival,Premium 7 Str,"Rs. 24,95,000",FWD ,BS 6,,Diesel,5115 mm,MUV,5,#REF!,7,Automatic,,
748,Kia,Carnival,Premium 8 Str,"Rs. 25,15,000",FWD ,BS 6,,Diesel,5115 mm,MUV,5,#REF!,7,Automatic,,
749,Kia,Carnival,Prestige 7 Str,"Rs. 28,95,000",FWD ,BS 6,,Diesel,5115 mm,MUV,5,#REF!,7,Automatic,,
750,Kia,Carnival,Prestige 9 (6+3) Str,"Rs. 29,95,000",FWD ,BS 6,,Diesel,5115 mm,MUV,5,#REF!,7,Automatic,,
751,Kia,Carnival,Limousine 7 Str,"Rs. 33,95,000",FWD ,BS 6,,Diesel,5115 mm,MUV,5,#REF!,7,Automatic,,
752,Skoda,Superb,Style 1.8 Tsi Mt,"2,92,667",FWD ,BS IV,66 litres,Petrol,4861 mm,Sedan,4,14.12 km/litre,5,Manual,,
753,Skoda,Superb,Style 1.8 Tsi At,"2,92,667",FWD ,BS IV,66 litres,Petrol,4861 mm,Sedan,4,14.67 km/litre,5,Automatic,,
754,Skoda,Superb,L & K 1.8 Tsi At,"2,92,667",FWD ,BS IV,66 litres,Petrol,4861 mm,Sedan,4,13.7 km/litre,5,Automatic,,
755,Skoda,Superb,L & K 2.0 Tdi At,"2,92,667",FWD ,BS IV,66 litres,Diesel,4861 mm,Sedan,4,18.19 km/litre,5,Automatic,,
756,Skoda,Superb,Style 2.0 Tdi At,"2,92,667",FWD ,BS IV,66 litres,Diesel,4861 mm,Sedan,4,18.19 km/litre,5,Automatic,,
757,Skoda,Superb,Corporate Edition 1.8 Tsi At,"2,92,667",FWD ,BS IV,66 litres,Petrol,4861 mm,Sedan,4,14.67 km/litre,5,Automatic,,
758,Skoda,Superb,Corporate Edition 2.0 Tdi At,"2,92,667",FWD ,BS IV,66 litres,Diesel,4861 mm,Sedan,4,18.19 km/litre,5,Automatic,,
759,Volvo,V40,Kinetic,"2,92,667",FWD ,BS IV,60 litres,Diesel,4369 mm,Hatchback,5,16.81 km/litre,5,Automatic,,
760,Volvo,V40,R Design,"2,92,667",FWD ,BS IV,60 litres,Diesel,4369 mm,Hatchback,5,16.81 km/litre,5,Automatic,,
761,Toyota,Fortuner,2.8 4X2 At,"2,92,667",RWD ,BS IV,80 litres,Diesel,4795 mm,SUV,5,12.9 km/litre,7,Automatic,,
762,Toyota,Fortuner,2.8 4X2 Mt,"2,92,667",RWD ,BS IV,80 litres,Diesel,4795 mm,SUV,5,14.24 km/litre,7,Manual,,
763,Toyota,Fortuner,2.8 4X4 Mt,"2,92,667",4WD,BS IV,80 litres,Diesel,4795 mm,SUV,5,14.24 km/litre,7,Manual,,
764,Toyota,Fortuner,2.8 4X4 At,"2,92,667",4WD,BS IV,80 litres,Diesel,4795 mm,SUV,5,12.9 km/litre,7,Automatic,,
765,Toyota,Fortuner,2.7 4X2 At,"2,92,667",RWD ,BS IV,80 litres,Petrol,4795 mm,SUV,5,10.26 km/litre,7,Automatic,,
766,Toyota,Fortuner,2.7 4X2 Mt,"2,92,667",RWD ,BS IV,80 litres,Petrol,4795 mm,SUV,5,10.01 km/litre,7,Manual,,
767,Toyota,Fortuner,Trd Celebratory Edition,"2,92,667",RWD ,BS IV,80 litres,Diesel,4795 mm,SUV,5,12.9 km/litre,7,Automatic,,
768,Ford,Endeavour,3.2L 4X4 At Titanium Plus,"2,92,667",AWD ,BS IV,80 litres,Diesel,4903 mm,SUV,5,10.91 km/litre,7,Automatic,,
769,Ford,Endeavour,2.2L 4X2 At Titanium Plus,"2,92,667",RWD ,BS IV,80 litres,Diesel,4903 mm,SUV,5,12.62 km/litre,7,Automatic,,
770,Ford,Endeavour,2.2L 4X2 Mt Titanium,"2,92,667",RWD ,BS IV,80 litres,Diesel,4903 mm,SUV,5,12.62 km/litre,7,Manual,,
771,Mini,Cooper 3 Door,Cooper D,"2,92,667",FWD ,BS IV,44 litres,Diesel,3821 mm,Hatchback,3,21.15 km/litre,4,Automatic,,
772,Mini,Cooper 3 Door,Cooper S,"2,92,667",FWD ,BS IV,44 litres,Petrol,3850 mm,Hatchback,3,15.75 km/litre,5,Automatic,,
773,Skoda,Kodiaq Scout,2.0 Tdi At,"2,92,667",4WD,BS 6,63 litres,Diesel,4697 mm,SUV,5,16.25 km/litre,7,Automatic,,
774,Bmw,X1,Sdrive20D Expedition,"2,92,667",AWD ,BS IV,51 litres,Diesel,4439 mm,"Crossover, SUV",5,20.68 km/litre,5,Automatic,,
775,Bmw,X1,Sdrive20D Xline,"2,92,667",AWD ,BS IV,51 litres,Diesel,4439 mm,"SUV, Crossover",5,20.68 km/litre,5,Automatic,,
776,Bmw,X1,Xdrive20D M Sport,"2,92,667",AWD ,BS IV,51 litres,Diesel,4439 mm,"SUV, Crossover",5,20.68 km/litre,5,Automatic,,
777,Bmw,X1,Sdrive20D M Sport,"2,92,667",RWD ,BS IV,61 litres,Diesel,4477 mm,SUV,5,17.05 km/litre,5,Automatic,,
778,Bmw,X1,Sdrive20I Xline,"2,92,667",AWD ,BS 6,51 litres,Petrol,4439 mm,"Crossover, SUV",5,16.3 km/litre,5,Automatic,,
779,Volvo,S60,Polestar,"Rs. 56,02,000",FWD ,BS IV,67 litres,Petrol,4635 mm,Sedan,4,#REF!,5,Automatic,,
780,Volvo,S60,Momentum,"2,92,667",FWD ,BS IV,67.5 litres,Diesel,4635 mm,Sedan,4,21.7 km/litre,5,Automatic,,
781,Bmw,3-Series,320D Sport,"2,92,667",RWD ,BS 6,40 litres,Diesel,4633 mm,Sedan,5,19.62 km/litre,5,Automatic,,
782,Bmw,3-Series,320D Luxury Line,"2,92,667",RWD ,BS 6,40 litres,Diesel,4633 mm,Sedan,5,19.62 km/litre,5,Automatic,,
783,Bmw,3-Series,330I M Sport,"2,92,667",RWD ,BS 6,59 litres,Petrol,4633 mm,Sedan,5,16.13 km/litre,5,Automatic,,
784,Volvo,S60 Cross Country,D4,"2,92,667",AWD ,BS IV,67 litres,Diesel,4637 mm,"Sedan, Crossover",4,19.6 km/litre,4,Automatic,,
785,Audi,Q5,35 Tdi Premium Plus,"2,92,667",FWD ,BS IV,64 litres,Diesel,4388 mm,SUV,5,16.9 km/litre,5,Automatic,,
786,Audi,Q5,35 Tdi Technology,"2,92,667",AWD ,BS IV,64 litres,Diesel,4388 mm,SUV,5,15.73 km/litre,5,Automatic,,
787,Audi,Q5,45 Tfsi Premium Plus,"2,92,667",AWD ,BS IV,70 litres,Petrol,4663 mm,SUV,5,12.44 km/litre,5,Automatic,,
788,Audi,Q5,45 Tfsi Technology,"2,92,667",AWD ,BS IV,70 litres,Petrol,4663 mm,SUV,5,12.44 km/litre,5,Automatic,,
789,Land Rover Rover,Range Evoque,S,"2,92,667",AWD ,BS 6,,Diesel,4371 mm,SUV,5,15.6 km/litre,5,Automatic,,
790,Land Rover Rover,Range Evoque,Se R-Dynamic,"2,92,667",AWD ,BS 6,,Diesel,4371 mm,SUV,5,15.6 km/litre,5,Automatic,,
791,Land Rover Rover,Range Evoque,S Petrol,"Rs. 54,94,000",AWD ,BS 6,,Petrol,4371 mm,SUV,5,#REF!,5,Automatic,,
792,Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,"Rs. 59,85,000",AWD ,BS 6,,Petrol,4371 mm,SUV,5,#REF!,5,Automatic,,
793,,Mercedes-Benz E-Class,E200,"2,92,667",RWD ,BS IV,80 litres,Petrol,5063 mm,Sedan,4,12 km/litre,5,Automatic,,
794,,Mercedes-Benz E-Class,E350 D,"2,92,667",RWD ,BS IV,80 litres,Diesel,5063 mm,Sedan,4,142 km/litre,5,Automatic,,
795,,Mercedes-Benz E-Class,E220D,"2,92,667",RWD ,BS IV,80 litres,Diesel,5063 mm,Sedan,4,142 km/litre,5,Automatic,,
796,,Mercedes-Benz E-Class,E 63 S Amg,"2,92,667",AWD ,BS IV,80 litres,Petrol,4879 mm,Sedan,4,8.5 km/litre,4,Automatic,,
797,,Mercedes-Benz E-Class,E200 Expression,"2,92,667",RWD ,BS IV,80 litres,Petrol,5063 mm,Sedan,4,12 km/litre,5,Automatic,,
798,,Mercedes-Benz E-Class,E200 Exclusive,"2,92,667",RWD ,BS IV,80 litres,Petrol,5063 mm,Sedan,4,12 km/litre,5,Automatic,,
799,,Mercedes-Benz E-Class,E220D Expression,"2,92,667",RWD ,BS IV,80 litres,Diesel,5063 mm,Sedan,4,142 km/litre,5,Automatic,,
800,,Mercedes-Benz E-Class,E220D Exclusive,"2,92,667",RWD ,BS IV,80 litres,Diesel,5063 mm,Sedan,4,142 km/litre,5,Automatic,,
801,Volvo,Xc60,Inscription D5,"2,92,667",AWD ,BS IV,70 litres,Diesel,4688 mm,SUV,5,18.8 km/litre,5,Automatic,,
802,Bmw,X4,Xdrive20D M Sport X,"2,92,667",AWD ,BS 6,60 litres,Diesel,4752 mm,SUV,5,16.4 km/litre,5,Automatic,,
803,Bmw,X4,Xdrive30D M Sport X,"2,92,667",AWD ,BS 6,68 litres,Diesel,4752 mm,SUV,5,16.4 km/litre,5,Automatic,,
804,Bmw,X4,Xdrive30I M Sport X,"2,92,667",AWD ,BS 6,68 litres,Petrol,4752 mm,SUV,5,13.32 km/litre,5,Automatic,,
805,Jeep,Wrangler,Unlimited,"2,92,667",AWD ,BS 6,85 litres,Petrol,4882 mm,SUV,5,8.4 km/litre,5,Automatic,,
806,,Mercedes-Benz C-Class Cabriolet,C300,"Rs. 64,26,497",RWD ,BS 6,60 litres,Petrol,4686 mm,Convertible,2,#REF!,4,Automatic,,
807,Bmw,Z4 Roadster,Sdrive 20I,"2,92,667",RWD ,BS 6,52 litres,Petrol,4324 mm,"Sports, Convertible",2,7.6 km/litre,2,Automatic,,
808,Bmw,Z4 Roadster,M 40I,"2,92,667",RWD ,BS 6,52 litres,Petrol,4324 mm,"Sports, Convertible",2,7.6 km/litre,2,Automatic,,
809,,Mercedes-Benz V-Class,Expression Elwb,"Rs. 68,40,000",RWD ,BS 6,93 litres,Diesel,5370 mm,MUV,5,#REF!,7,Automatic,,
810,,Mercedes-Benz V-Class,Exclusive Lwb,"Rs. 81,90,000",RWD ,BS 6,93 litres,Diesel,5140 mm,MUV,5,#REF!,6,Automatic,,
811,,Mercedes-Benz V-Class,Elite,"Rs. 1,10,00,000",RWD ,BS 6,70 litres,Diesel,5140 mm,MPV,5,#REF!,6,Automatic,,
812,Audi,Q7,45 Tdi Premium Plus,"2,92,667",AWD ,BS IV,75 litres,Diesel,5052 mm,SUV,5,14.75 km/litre,7,Automatic,,
813,Audi,Q7,45 Tdi Technology Pack,"2,92,667",AWD ,BS IV,75 litres,Diesel,5052 mm,SUV,5,14.75 km/litre,7,Automatic,,
814,Audi,Q7,40 Tfsi Quattro Premium Plus,"2,92,667",AWD ,BS IV,75 litres,Petrol,5052 mm,SUV,5,11.68 km/litre,7,Automatic,,
815,Audi,Q7,40 Tfsi Quattro Technology Pack,"Rs. 76,21,500",AWD ,BS IV,75 litres,Petrol,5052 mm,SUV,5,#REF!,7,Automatic,,11.68 km/full charge
816,Audi,Q7,45 Tdi Black Styling,"2,92,667",AWD ,BS IV,75 litres,Diesel,5052 mm,SUV,5,14.75 km/litre,7,Automatic,,
817,Audi,Q7,40 Tfsi Quattro Black Styling,"Rs. 77,11,500",AWD ,BS IV,75 litres,Petrol,5052 mm,SUV,5,#REF!,7,Automatic,,11.68 km/full charge
818,Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,"2,92,667",4WD,BS IV,,Petrol,4370 mm,Convertible,5,15.7 km/litre,4,Automatic,,
819,Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,"2,92,667",4WD,BS IV,,Diesel,4797 mm,SUV,5,15.7 km/litre,5,Automatic,,
820,Land Rover Rover,Range Velar,2.0 Petrol R-Dynamic S,"2,92,667",4WD,BS IV,65 litres,Petrol,4797 mm,SUV,5,12.63 km/litre,5,Automatic,,
821,,Mercedes-Benz E-Class All Terrain,E 220D,"2,92,667",RWD ,BS 6,80 litres,Diesel,4933 mm,SUV,4,12.06 km/litre,5,Automatic,,
822,Volvo,Xc90,D5 Inscription,"2,92,667",AWD ,BS IV,68 litres,Diesel,4950 mm,SUV,5,17.2 km/litre,7,Automatic,,
823,Volvo,Xc90,D5 Momentum,"2,92,667",AWD ,BS IV,68 litres,Diesel,4950 mm,SUV,5,17.2 km/litre,7,Automatic,,
824,Volvo,Xc90,T8 Excellence,"Rs. 1,31,24,000",AWD ,BS IV,68 litres,Hybrid,4950 mm,SUV,5,#REF!,4,Automatic,,
825,Volvo,Xc90,T8 Inscription,"2,92,667",AWD ,BS IV,68 litres,Hybrid,4950 mm,SUV,5,17.2 km/litre,7,Automatic,,
826,Volvo,Xc90,D5 R-Design,"2,92,667",AWD ,BS IV,68 litres,Diesel,4950 mm,SUV,5,17.2 km/litre,7,Automatic,,
827,Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,"Rs. 2,05,17,853",4WD,,,Petrol,4882 mm,SUV,5,#REF!,5,Automatic,,
828,Land Rover Rover,Range Sport,2.0L S Petrol,"Rs. 86,70,586",4WD,BS IV,105 litres,Petrol,4879 mm,SUV,5,#REF!,7,Automatic,,
829,Land Rover Rover,Range Sport,2.0L Se Petrol,"Rs. 94,48,181",4WD,BS IV,105 litres,Petrol,4879 mm,SUV,5,#REF!,7,Automatic,,
830,Land Rover Rover,Range Sport,3.0L V6 Se Petrol,"Rs. 1,14,76,911",4WD,BS IV,85 litres,Petrol,4879 mm,SUV,5,#REF!,7,Automatic,,
831,Land Rover Rover,Range Sport,2.0L Hse Petrol,"Rs. 1,56,00,000",4WD,BS IV,105 litres,Petrol,4879 mm,SUV,5,#REF!,7,Automatic,,
832,Land Rover Rover,Range Sport,3.0L V6 Hse Petrol,"Rs. 1,32,28,725",4WD,BS IV,85 litres,Petrol,4879 mm,SUV,5,#REF!,7,Automatic,,
833,Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,"Rs. 1,79,40,227",4WD,,,Petrol,4879 mm,SUV,5,#REF!,5,Automatic,,
834,Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,"Rs. 1,03,73,732",FWD ,BS IV,80 litres,Diesel,4879 mm,SUV,5,#REF!,5,Automatic,,
835,Land Rover Rover,Range Sport,3.0L Tdv6 Se Diesel,"Rs. 1,19,13,021",FWD ,BS IV,80 litres,Diesel,4879 mm,SUV,5,#REF!,5,Automatic,,
836,Land Rover Rover,Range Sport,4.4L Sdv8 Hse Diesel,"2,92,667",4WD,BS IV,105 litres,Diesel,4879 mm,SUV,5,11.5 km/litre,7,Automatic,,
837,Jaguar,Xj,3.0L,"2,92,667",AWD ,BS IV,82 litres,Diesel,5252 mm,Sedan,4,12.9 km/litre,5,Automatic,,
838,Jaguar,Xj,3.0L Portfolio,"2,92,667",AWD ,BS IV,83 litres,Diesel,5252 mm,Sedan,4,12.9 km/litre,5,Automatic,,
839,Jaguar,Xj,50,"2,92,667",AWD ,BS IV,82 litres,Diesel,5255 mm,Sedan,4,12.9 km/litre,5,Automatic,,
840,Porsche,Cayenne,E-Hybrid,"2,92,667",AWD ,BS 6,75 litres,Hybrid,4918 mm,SUV,5,3.4 km/litre,5,Automatic,,
841,Porsche,Cayenne,Turbo,"2,92,667",AWD ,BS 6,90 litres,Petrol,4926 mm,SUV,5,16.2 km/litre,5,Automatic,,
842,Porsche,Cayenne,Base,"Rs. 1,19,36,000",AWD ,BS 6,75 litres,Petrol,4918 mm,SUV,5,#REF!,5,Automatic,,
843,Maserati,Ghibli,Diesel,"Rs. 1,33,87,856",,BS IV,70 litres,Diesel,4971 mm,,4,#REF!,5,Automatic,,
844,Maserati,Ghibli,Gransport,"Rs. 1,38,81,858",,BS IV,70 litres,Diesel,4971 mm,,4,#REF!,5,Automatic,,
845,Maserati,Ghibli,Granlusso,"Rs. 1,42,47,814",,BS IV,70 litres,Diesel,4971 mm,,4,#REF!,5,Automatic,,
846,Toyota,Land Cruiser,Vx,"2,92,667",AWD ,BS IV,93 litres,Diesel,4950 mm,SUV,5,9 km/litre,7,Automatic,,
847,Audi,Rs7,Sportback,"2,92,667",AWD ,BS IV,75 litres,Petrol,5012 mm,"Sedan, Coupe",4,9.8 km/litre,4,Automatic,,
848,Land Rover Rover,Range,5.0L V8 Autobiography Petrol,"2,92,667",4WD,BS IV,105 litres,Petrol,4999 mm,SUV,5,9.6 km/litre,7,Automatic,,
849,Land Rover Rover,Range,5.0L V8 Svautobiography Dynamic Petrol,"2,92,667",4WD,BS IV,105 litres,Petrol,4999 mm,SUV,5,9.6 km/litre,5,Automatic,,
850,Land Rover Rover,Range,3.0L V6 Vogue Lwb Petrol,"2,92,667",4WD,BS IV,85 litres,Petrol,5199 mm,SUV,5,11.6 km/litre,7,Automatic,,
851,Land Rover Rover,Range,5.0L V8 Svautobiography Lwb Petrol,"2,92,667",4WD,BS IV,65 litres,Petrol,4999 mm,SUV,4,10kmpl km/litre,5,Automatic,,
852,Land Rover Rover,Range,3.0L Tdv6 Vogue Diesel,"Rs. 1,81,85,267",4WD,BS IV,,Diesel,5200 mm,SUV,5,#REF!,5,Automatic,,
853,Land Rover Rover,Range,3.0L Tdv6 Vogue Lwb Diesel,"Rs. 1,95,27,130",4WD,BS IV,,Diesel,5200 mm,SUV,5,#REF!,7,Automatic,,
854,Land Rover Rover,Range,4.4L Sdv8 Autobiography Lwb Diesel,"Rs. 2,51,74,051",4WD,BS IV,,Diesel,5200 mm,SUV,5,#REF!,7,Automatic,,
855,Land Rover Rover,Range,4.4L Sdv8 Svautobiography Lwb Diesel,"Rs. 3,92,94,685",4WD,BS IV,,Diesel,5200 mm,SUV,5,#REF!,4,Automatic,,
856,Land Rover Rover,Range,4.4L Sdv8 Vogue Se Lwb Diesel,"Rs. 2,36,75,691",4WD,BS IV,,Diesel,5200 mm,SUV,5,#REF!,7,Automatic,,
857,Land Rover Rover,Range,3.0L V6 Vogue Se Lwb Petrol,"2,92,667",4WD,BS IV,85 litres,Petrol,5199 mm,SUV,5,11.6 km/litre,7,Automatic,,
858,Maserati,Grancabrio,Standard,"2,92,667",RWD ,BS IV,75 litres,Petrol,4881 mm,Convertible,2,9.8 km/litre,4,Automatic,,
859,,Mercedes-Benz Amg-Gt,S,"2,92,667",AWD ,BS IV,75 litres,Petrol,4546 mm,Coupe,2,7.8 km/litre,2,Automatic,,
860,,Mercedes-Benz Amg-Gt,R,"2,92,667",AWD ,BS IV,75 litres,Petrol,4551 mm,Coupe,2,7.8 km/litre,2,Automatic,,
861,,Mercedes-Benz Amg-Gt,Roadster,"2,92,667",AWD ,BS IV,75 litres,Petrol,4544 mm,Coupe,2,7.8 km/litre,2,Automatic,,
862,,Mercedes-Benz Amg Gt 4-Door Coupe,63 S 4Matic+,"Rs. 2,42,00,000",AWD ,BS 6,65 litres,Petrol,5054 mm,Coupe,4,#REF!,4,Automatic,,
863,Lamborghini,Huracan,Lp 610-4,"2,92,667",AWD ,BS IV,90 litres,Petrol,4459 mm,Coupe,2,10.6 km/litre,2,Automatic,,
864,Lamborghini,Huracan,Lp 580-2,"2,92,667",RWD ,BS IV,90 litres,Petrol,4459 mm,Coupe,2,11.24 km/litre,2,Automatic,,
865,Lamborghini,Huracan,Avio,"2,92,667",AWD ,BS IV,90 litres,Petrol,4459 mm,Coupe,2,8 km/litre,2,Automatic,,
866,Lamborghini,Huracan,Performante,"2,92,667",AWD ,BS IV,90 litres,Petrol,4459 mm,Coupe,2,10.6 km/litre,2,Automatic,,
867,Lamborghini,Huracan,Lp 580-2 Spyder,"2,92,667",RWD ,BS IV,90 litres,Petrol,4459 mm,Coupe,2,11.24 km/litre,2,Automatic,,
868,Lamborghini,Huracan,Lp 610-4 Spyder,"2,92,667",AWD ,BS IV,90 litres,Petrol,4459 mm,Coupe,2,10.6 km/litre,2,Automatic,,
869,Lamborghini,Huracan,Evo,"2,92,667",AWD ,BS IV,90 litres,Petrol,4459 mm,Coupe,2,10.6 km/litre,2,Automatic,,
870,Lamborghini,Huracan,Evo Spyder,"2,92,667",AWD ,BS IV,,Petrol,4459 mm,Convertible,2,10.6 km/litre,2,Automatic,,
871,Lamborghini,Huracan,Evo Rwd,"2,92,667",RWD ,BS 6,90 litres,Petrol,4520 mm,Coupe,2,10.6 km/litre,2,Automatic,,
872,Ferrari,488 Gtb,Std,"2,92,667",AWD ,BS IV,78 litres,Petrol,4568 mm,Coupe,2,5.5 km/litre,2,Automatic,,
873,Ferrari,488 Gtb,Spider,"2,92,667",AWD ,BS IV,78 litres,Petrol,4568 mm,Coupe,2,5.5 km/litre,2,Automatic,,
874,Ferrari,Gtc4 Lusso,V8 T,"2,92,667",RWD ,BS IV,91 litres,Petrol,4922 mm,Coupe,2,5.5 km/litre,4,Automatic,,
875,Ferrari,Gtc4 Lusso,V12,"2,92,667",AWD ,BS IV,91 litres,Petrol,4922 mm,Coupe,2,5.5 km/litre,4,Automatic,,
876,Lamborghini,Aventador,Lp 700-4,"2,92,667",4WD,BS IV,90 litres,Petrol,4780 mm,Convertible,2,5 km/litre,2,Automatic,,
877,Lamborghini,Aventador,Lp700-4 Roadster,"2,92,667",4WD,BS IV,90 litres,Petrol,4780 mm,Convertible,2,8.8 km/litre,2,Automatic,,
878,Lamborghini,Aventador,S,"2,92,667",4WD,BS IV,90 litres,Petrol,4797 mm,Coupe,2,5 km/litre,2,Automatic,,
879,,Rolls-Royce Dawn,Convertible,"2,92,667",RWD ,BS IV,80 litres,Petrol,5285 mm,Convertible,2,7.9 km/litre,4,Automatic,,
880,,Rolls-Royce Drophead Coupe,Phantom,"2,92,667",RWD ,BS IV,100 litres,Petrol,5842 mm,Convertible,2,9.8 km/litre,4,Automatic,,
881,Maruti Suzuki,Omni,5 Str Bs-Iv,"2,92,667",RWD ,BS IV,35 litres,Petrol,3370 mm,MPV,5,16.8 km/litre,5,Manual,,
882,Maruti Suzuki,Omni,E 8 Str Bs-Iv,"2,92,667",RWD ,BS IV,36 litres,Petrol,3370 mm,MPV,5,16.8 km/litre,8,Manual,,
883,,Go+,Datsun D,"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
884,,Go+,Datsun T,"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
885,,Go+,Datsun T (O),"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
886,,Go+,Datsun A (O),"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
887,,Go+,Datsun A,"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
888,,Go+,Datsun T Vdc,"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
889,,Go+,Datsun T (O) Vdc,"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
890,,Go+,Datsun T Cvt,"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
891,,Go+,Datsun T (O) Cvt,"2,92,667",FWD ,BS IV,35 litres,Petrol,3995 mm,MPV,5,20.6 km/litre,7,Manual,,
892,Fiat,Punto Evo Pure,1.2L Fire Dynamic,"2,92,667",FWD ,BS IV,45 litres,Petrol,3987 mm,Hatchback,5,15 km/litre,5,Manual,,
893,Fiat,Punto Evo Pure,1.3,"2,92,667",FWD ,BS IV,45 litres,Diesel,3989 mm,Hatchback,5,20 km/litre,5,Manual,,
894,Ford,Figo,Ambiente 1.2 Ti-Vct,"2,92,667",FWD ,BS IV,42 litres,Petrol,3941 mm,Hatchback,5,20.4 km/litre,5,Manual,,
895,Ford,Figo,Ambiente 1.5 Tdci,"2,92,667",FWD ,BS IV,40 litres,Diesel,3941 mm,Hatchback,5,25.5 km/litre,5,Manual,,
896,Ford,Figo,Titanium 1.2 Ti-Vct,"2,92,667",FWD ,BS IV,42 litres,Petrol,3941 mm,Hatchback,5,20.4 km/litre,5,Manual,,
897,Ford,Figo,Titanium1.5 Tdci,"2,92,667",FWD ,BS IV,40 litres,Diesel,3941 mm,Hatchback,5,25.5 km/litre,5,Manual,,
898,Ford,Figo,Titanium Blu 1.2 Ti-Vct,"2,92,667",FWD ,BS IV,42 litres,Petrol,3941 mm,Hatchback,5,20.4 km/litre,5,Manual,,
899,Ford,Figo,Titanium Blu 1.5 Tdci,"2,92,667",FWD ,BS IV,40 litres,Diesel,3941 mm,Hatchback,5,25.5 km/litre,5,Manual,,
900,Maruti Suzuki,Baleno,1.3 Delta,"2,92,667",FWD ,BS IV,37 litres,Diesel,3995 mm,Hatchback,5,27.39 km/litre,5,Manual,,
901,Maruti Suzuki,Baleno,1.3 Alpha,"2,92,667",FWD ,BS IV,37 litres,Diesel,3995 mm,Hatchback,5,27.39 km/litre,5,Manual,,
902,Maruti Suzuki,Baleno,1.3 Sigma,"2,92,667",FWD ,BS IV,37 litres,Diesel,3995 mm,Hatchback,5,27.39 km/litre,5,Manual,,
903,Maruti Suzuki,Baleno,1.3 Zeta,"2,92,667",FWD ,BS IV,37 litres,Diesel,3995 mm,Hatchback,5,27.39 km/litre,5,Manual,,
904,Maruti Suzuki,Baleno,1.2 Alpha,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Manual,,
905,Maruti Suzuki,Baleno,1.2 Alpha Cvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Automatic,,
906,Maruti Suzuki,Baleno,1.2 Delta,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Manual,,
907,Maruti Suzuki,Baleno,1.2 Delta Cvt,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.04 km/litre,5,Automatic,,
908,Maruti Suzuki,Baleno,1.2 Sigma,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Manual,,
909,Maruti Suzuki,Baleno,1.2 Zeta,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Manual,,
910,Maruti Suzuki,Baleno,1.2 Delta Dualjet,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Manual,,
911,Maruti Suzuki,Baleno,1.2 Zeta Dualjet,"2,92,667",FWD ,BS 6,37 litres,Petrol,3995 mm,Hatchback,5,21.4 km/litre,5,Manual,,
